title,date,article_body,link,category,summary,company_name,funds
"Mary Kay emphasizes the importance of women's leadership and the private sector's involvement in the protection of the oceans during the ""Oceans World 2023"" summit organized by Economist Impact",03/22/2023 - 05:28 PM,"Sandra Silva, Mary Kay Portugal’s General Manager participates on a panel on the topic of ""Putting Coral Reef Restoration at the Heart of Ocean Conservation Action"" at the World Ocean Summit in Lisbon, Portugal (Credit: Mary Kay Inc.).",https://www.businesswire.com/news/home/20230322005552/pl,Conference News,"Sandra Silva, Mary Kay Portugal’s General Manager participates on a panel on the topic of ""Putting Coral Reef Restoration at the Heart of Ocean Conservation Action"" at the World Ocean Summit in Lisbon, Portugal (Credit: Mary Kay Inc.).",['the World Ocean Summit'],[]
17 innovators highlight investments to resolve global water challenges,03/22/2023 - 04:55 PM,Innovators highlight investment to solve global water challenges (Photo: Business Wire),https://www.businesswire.com/news/home/20230322005483/fr,Conference News,Innovators highlight investment to solve global water challenges (Photo: Business Wire),[],[]
"UCLA/Luskin Orthopaedic Institute for Children to Host Professional Conference and Family Forum for National Cerebral Palsy Awareness Day on March 25, 2023",03/22/2023 - 04:23 PM,"LOS ANGELES--(BUSINESS WIRE)--Cerebral palsy is the most common childhood physical disability in the United States and throughout the world. To educate both professionals and family members engaged with the disorder, a whole-day event will be held by the Center for Cerebral Palsy on March 25 at the UCLA/Luskin Orthopaedic Institute for Children in Los Angeles. Named after a pioneer in the treatment of children with cerebral palsy, the Margaret Jones Conference on Cerebral Palsy will feature speakers, discussions, and activities designed to update attendees on the latest research and resources, as well as promote systems of community support.",https://www.businesswire.com/news/home/20230322005730/en,Conference News,"To educate both professionals and family members engaged with the disorder, a whole-day event will be held by the Center for Cerebral Palsy on March 25 at the UCLA/Luskin Orthopaedic Institute for Children in Los Angeles.Named after a pioneer in the treatment of children with cerebral palsy, the Margaret Jones Conference on Cerebral Palsy will feature speakers, discussions, and activities designed to update attendees on the latest research and resources, as well as promote systems of community support.","['the Center for Cerebral Palsy', 'UCLA', 'Luskin Orthopaedic Institute for Children', 'the Margaret Jones Conference on Cerebral Palsy']",[]
Summary: 17 innovators highlight the investments necessary to deal with global water challenges,03/22/2023 - 04:12 PM,Innovators highlight investment to solve global water challenges (Photo: Business Wire),https://www.businesswire.com/news/home/20230322005486/it,Conference News,Innovators highlight investment to solve global water challenges (Photo: Business Wire),[],[]
"Mary Kay emphasized the importance of women's leading role and the private sector in nature conservation at the World Ocean Summit 2023, hosted by Economist Impact",03/22/2023 - 03:59 PM,"Sandra Silva, Mary Kay Portugal’s General Manager participates on a panel on the topic of ""Putting Coral Reef Restoration at the Heart of Ocean Conservation Action"" at the World Ocean Summit in Lisbon, Portugal (Credit: Mary Kay Inc.).",https://www.businesswire.com/news/home/20230322005550/hu,Conference News,"Sandra Silva, Mary Kay Portugal’s General Manager participates on a panel on the topic of ""Putting Coral Reef Restoration at the Heart of Ocean Conservation Action"" at the World Ocean Summit in Lisbon, Portugal (Credit: Mary Kay Inc.).",['the World Ocean Summit'],[]
Summary: 17 Innovative highlights the importance of investments to solve global water challenges,03/22/2023 - 01:52 PM,Innovators highlight investment to solve global water challenges (Photo: Business Wire),https://www.businesswire.com/news/home/20230322005484/es,Conference News,Innovators highlight investment to solve global water challenges (Photo: Business Wire),[],[]
Summary: 17 Innovators highlight investments to solve global water problems,03/22/2023 - 01:51 PM,Innovators highlight investment to solve global water challenges (Photo: Business Wire),https://www.businesswire.com/news/home/20230322005485/nl,Conference News,Innovators highlight investment to solve global water challenges (Photo: Business Wire),[],[]
"Poxel will Report its 2022 Full Year Results on March 23, 2023",03/22/2023 - 01:49 PM,"LYON, France--(BUSINESS WIRE)--Regulatory News:",https://www.businesswire.com/news/home/20230322005650/en,Conference News,"LYON, France--(BUSINESS WIRE)--Regulatory News:","['LYON', 'France--(BUSINESS WIRE)--Regulatory News']",[]
"Poxel will publish its financial results for the year 2022 on March 23, 2023",03/22/2023 - 01:49 PM,"LYON, France--(BUSINESS WIRE)--Regulatory News:",https://www.businesswire.com/news/home/20230322005651/fr,Conference News,"LYON, France--(BUSINESS WIRE)--Regulatory News:","['LYON', 'France--(BUSINESS WIRE)--Regulatory News']",[]
disguise Announces Collaboration with NVIDIA,03/22/2023 - 01:41 PM,The Collaboration Will See disguise Integrate with NVIDIA Omniverse for End-to-End M&E Workflows,https://www.businesswire.com/news/home/20230322005639/en,Conference News,The Collaboration Will See disguise Integrate with NVIDIA Omniverse for End-to-End M&E Workflows,[],[]
Mary Kay Highlights the Importance of Women’s Leadership and Private Sector Engagement in Conservation at the World Ocean Summit 2023 Hosted by Economist Impact,03/22/2023 - 12:02 PM,"Sandra Silva, Mary Kay Portugal’s General Manager participates on a panel on the topic of ""Putting Coral Reef Restoration at the Heart of Ocean Conservation Action"" at the World Ocean Summit in Lisbon, Portugal (Credit: Mary Kay Inc.).",https://www.businesswire.com/news/home/20230322005544/en,Conference News,"Sandra Silva, Mary Kay Portugal’s General Manager participates on a panel on the topic of ""Putting Coral Reef Restoration at the Heart of Ocean Conservation Action"" at the World Ocean Summit in Lisbon, Portugal (Credit: Mary Kay Inc.).",['the World Ocean Summit'],[]
Gibraltar to Present at Sidoti Small-Cap Conference,03/22/2023 - 12:00 PM,"BUFFALO, N.Y.--(BUSINESS WIRE)--Gibraltar Industries, Inc. (Nasdaq: ROCK), a leading manufacturer and provider of products and services for the renewable energy, residential, agtech and infrastructure markets, today announced that Chairman and Chief Executive Officer Bill Bosway and Chief Financial Officer Tim Murphy are scheduled to present at the Sidoti Small-Cap Conference on Thursday, March 23, at 1:00 p.m. ET, and hold meetings with investors that day.",https://www.businesswire.com/news/home/20230322005574/en,Conference News,"BUFFALO, N.Y.--(BUSINESS WIRE)--Gibraltar Industries, Inc. (Nasdaq: ROCK), a leading manufacturer and provider of products and services for the renewable energy, residential, agtech and infrastructure markets, today announced that Chairman and Chief Executive Officer Bill Bosway and Chief Financial Officer Tim Murphy are scheduled to present at the Sidoti Small-Cap Conference on Thursday, March 23, at 1:00 p.m.ET, and hold meetings with investors that day.","['N.Y.--(BUSINESS WIRE)--Gibraltar Industries, Inc.']",[]
JAKKS Pacific Reveals New The Super Mario Bros. Movie Toys With a Super Audience Giveaway,03/22/2023 - 12:00 PM,The Super Mario Bros. Movie WonderCon panel audience giveaway from JAKKS Pacific (Graphic: Business Wire),https://www.businesswire.com/news/home/20230322005264/en,Conference News,The Super Mario Bros. Movie WonderCon panel audience giveaway from JAKKS Pacific (Graphic: Business Wire),"['The Super Mario Bros. Movie', 'JAKKS Pacific']",[]
Particle Health to Showcase Industry-Leading Data Interoperability for Individual Access at ViVE 2023,03/22/2023 - 11:48 AM,"NEW YORK--(BUSINESS WIRE)--Particle Health, an interoperability platform that aggregates and delivers actionable patient data and insights to healthcare companies, will attend ViVE 2023 and demonstrate its best-in-class data exchange capabilities that are expanding the full promise of interoperability to all clinicians and developers. Show attendees are invited be a part of the future of Individual Access by joining the team at booth #1238 and interacting with the Particle Index.",https://www.businesswire.com/news/home/20230322005582/en,Conference News,"NEW YORK--(BUSINESS WIRE)--Particle Health, an interoperability platform that aggregates and delivers actionable patient data and insights to healthcare companies, will attend ViVE 2023 and demonstrate its best-in-class data exchange capabilities that are expanding the full promise of interoperability to all clinicians and developers.Show attendees are invited be a part of the future of Individual Access by joining the team at booth #1238 and interacting with the Particle Index.",['Individual Access'],['1238']
Two-Year Study Data for EVBA Procedure with Unique MobiusHD Device Presented at Technology and Heart Failure Therapeutics Meeting,03/22/2023 - 11:45 AM,"IRVINE, Calif.--(BUSINESS WIRE)--Vascular Dynamics, Inc. (VDI), a privately held medical device company focused on developing game-changing endovascular device-based solutions for patients suffering from heart failure, announced that two-year results from a study assessing its MobiusHD device to treat patients with chronic heart failure were presented today at the Technology and Heart Failure Therapeutics (THT) 2023 meeting in Boston.",https://www.businesswire.com/news/home/20230322005412/en,Conference News,"IRVINE, Calif.--(BUSINESS WIRE)--Vascular Dynamics, Inc. (VDI), a privately held medical device company focused on developing game-changing endovascular device-based solutions for patients suffering from heart failure, announced that two-year results from a study assessing its MobiusHD device to treat patients with chronic heart failure were presented today at the Technology and Heart Failure Therapeutics (THT) 2023 meeting in Boston.","['IRVINE', 'Dynamics, Inc.', 'VDI']",[]
Yugabite announces the 3rd annual distributed SQL Summit Asian speaker lineup,03/22/2023 - 11:39 AM,"Sunny veil, California, USA- (Business Wire)-(Business Wire)-Open Sauce Distributed SQL Database General Yugabite, which is a major major in the third year, the 3rd Annual Distributed SQL Summit (DSS) AsiaWe announced the speaker lineup.",https://www.businesswire.com/news/home/20230321005963/ja,Conference News,"Sunny veil, California, USA- (Business Wire)-(Business Wire)-Open Sauce Distributed SQL Database General Yugabite, which is a major major in the third year, the 3rd Annual Distributed SQL Summit (DSS) AsiaWe announced the speaker lineup.",['DSS'],[]
17 Innovators Highlight Investment to Solve Global Water Challenges,03/22/2023 - 11:15 AM,Innovators highlight investment to solve global water challenges (Photo: Business Wire),https://www.businesswire.com/news/home/20230322005481/en,Conference News,Innovators highlight investment to solve global water challenges (Photo: Business Wire),[],[]
New MHI and Deloitte Report Finds Workforce and Risk Mitigation Are Still Top Priorities for Supply Chains as Need for Transparency and Sustainability Grows,03/22/2023 - 11:00 AM,"CHICAGO--(BUSINESS WIRE)--A new report released today by MHI and Deloitte finds that 74% of supply chain leaders are increasing their supply chain technology and innovation investments with 90% saying they are planning to spend over $1 million, an increase of 24% over last year. Thirty-six percent plan to spend over $10 million, up 19%.",https://www.businesswire.com/news/home/20230322005002/en,Conference News,"CHICAGO--(BUSINESS WIRE)--A new report released today by MHI and Deloitte finds that 74% of supply chain leaders are increasing their supply chain technology and innovation investments with 90% saying they are planning to spend over $1 million, an increase of 24% over last year.Thirty-six percent plan to spend over $10 million, up 19%.","['CHICAGO--(BUSINESS WIRE)--A', 'MHI', 'Deloitte']","['over $1 million', 'over $10 million']"
Nex Gives Developers a Sneak Peek at Its Eye-Catching Motion Entertainment Device at GDC 2023,03/22/2023 - 10:00 AM,Nex Playground is a new entertainment device that delivers immersive games and experiences powered by body motion. (Photo: Business Wire),https://www.businesswire.com/news/home/20230322005347/en,Conference News,Nex Playground is a new entertainment device that delivers immersive games and experiences powered by body motion.(Photo: Business Wire),[],[]
Reinsurance Group of America to Host Investor Day,03/22/2023 - 09:00 AM,"ST. LOUIS--(BUSINESS WIRE)--Reinsurance Group of America, Incorporated (NYSE: RGA) will host a conference for institutional investors and analysts at The St. Regis in New York City on Thursday, June 15, 2023, from 8:30 a.m. to 11:30 a.m. Eastern time.",https://www.businesswire.com/news/home/20230322005172/en,Conference News,"ST. LOUIS--(BUSINESS WIRE)--Reinsurance Group of America, Incorporated (NYSE: RGA) will host a conference for institutional investors and analysts at The St. Regis in New York City on Thursday, June 15, 2023, from 8:30 a.m. to 11:30 a.m. Eastern time.","['Group of America', 'NYSE', 'RGA']",[]
"ION Analytics Unveils Next-Generation Debtwire, the Platform for Leveraged Capital Markets Professionals at Debtwire Restructuring Forum - Europe 2023",03/22/2023 - 09:00 AM,Reengineered service merges human insight and machine intelligence to highlight credit opportunities earlier and with more confidence,https://www.businesswire.com/news/home/20230322005253/en,Conference News,Reengineered service merges human insight and machine intelligence to highlight credit opportunities earlier and with more confidence,[],[]
Sommetrics Presents Update on Pivotal SUPRA Sleep Apnea Trial at International Sleep and Breathing Conference,03/22/2023 - 09:00 AM,"SAN DIEGO--(BUSINESS WIRE)--Sommetrics, a private company developing products and services to improve sleep health, today announced presentation of an interim update on its pivotal SUPRA study (Study Using Negative Pressure to Reduce Apnea) at the tri-annual, XVII International Symposium on Sleep and Breathing in Auckland, New Zealand. The presenter was Dr. Kingman Strohl, Program Director, Sleep Medicine, University Hospital, Cleveland, and Professor of Medicine, Case School of Medicine; he is the global Principal Investigator for the study. The SUPRA trial is intended to assess the treatment benefit and safety of Sommetrics’ flagship aerSleep® II product in those with moderate and severe obstructive sleep apnea who are unable to use continuous positive airway pressure (CPAP) therapy. The self-contained and non-invasive aerSleep II device externally applies mild vacuum to the neck to expand the upper airway, eliminating the need for a face mask or tether of any kind.",https://www.businesswire.com/news/home/20230322005263/en,Conference News,"SAN DIEGO--(BUSINESS WIRE)--Sommetrics, a private company developing products and services to improve sleep health, today announced presentation of an interim update on its pivotal SUPRA study (Study Using Negative Pressure to Reduce Apnea) at the tri-annual, XVII International Symposium on Sleep and Breathing in Auckland, New Zealand.The self-contained and non-invasive aerSleep II device externally applies mild vacuum to the neck to expand the upper airway, eliminating the need for a face mask or tether of any kind.",[],[]
Prada Group Partners With Adobe to Reimagine In-store and Digital Experiences in Real Time,03/22/2023 - 09:00 AM,Prada Group Partners With Adobe to Reimagine In-store and Digital Experiences in Real Time,https://www.businesswire.com/news/home/20230322005295/en,Conference News,Prada Group Partners With Adobe to Reimagine In-store and Digital Experiences in Real Time,"['Prada Group Partners', 'Digital Experiences']",[]
General Motors Selects Adobe Experience Cloud to Deliver Real-Time Customer Engagement and Personalized EV Journeys,03/22/2023 - 09:00 AM,General Motors Selects Adobe Experience Cloud to Deliver Real-Time Customer Engagement and Personalized EV Journeys,https://www.businesswire.com/news/home/20230322005315/en,Conference News,General Motors Selects Adobe Experience Cloud to Deliver Real-Time Customer Engagement and Personalized EV Journeys,"['General Motors', 'Personalized']",[]
Kimball Electronics to participate at the Sidoti Small-Cap 2023 Virtual Conference,03/22/2023 - 09:00 AM,"JASPER, Ind.--(BUSINESS WIRE)--Kimball Electronics, Inc. (Nasdaq: KE) today announced the Company will be attending the Sidoti Small-Cap 2023 Virtual Conference. Richard D. Phillips, Chief Executive Officer, and Jana T. Croom, Chief Financial Officer, will participate in a fireside chat on Thursday, March 23, 2023, at 2:30 PM ET. A webcast of the fireside chat will be available on the Company website, on the Events & Presentations tab in the Investor Relations section, at https://investors.kimballelectronics.com/events-and-presentations/events. If you are unable to attend the live webcast, an archive will be available in this same location on the Company website.",https://www.businesswire.com/news/home/20230322005321/en,Conference News,"A webcast of the fireside chat will be available on the Company website, on the Events & Presentations tab in the Investor Relations section, at https://investors.kimballelectronics.com/events-and-presentations/events.If you are unable to attend the live webcast, an archive will be available in this same location on the Company website.","['Company', 'the Events & Presentations', 'Investor Relations', 'Company']",[]
Personalis Announces Four Abstracts Accepted for Presentation at AACR Annual Meeting 2023,03/22/2023 - 08:55 AM,"FREMONT, Calif.--(BUSINESS WIRE)--Personalis, Inc. (Nasdaq: PSNL) today announced it is presenting new research data as scientific posters at the American Association for Cancer Research (AACR) Annual Meeting 2023, which convenes from April 14-19, 2023 in Orlando, Florida.",https://www.businesswire.com/news/home/20230322005192/en,Conference News,"FREMONT, Calif.--(BUSINESS WIRE)--Personalis, Inc. (Nasdaq: PSNL) today announced it is presenting new research data as scientific posters at the American Association for Cancer Research (AACR) Annual Meeting 2023, which convenes from April 14-19, 2023 in Orlando, Florida.",['the American Association for Cancer Research'],[]
White River Energy Presentation at Oil & Gas Virtual Investor Conference Now Available for On-Demand Viewing,03/22/2023 - 08:30 AM,"FAYETTEVILLE, Ark.--(BUSINESS WIRE)--White River Energy Corp (“White River”) (OTCQB: WTRV), a vertically integrated energy company with oil and gas exploration, production, and drilling operations on over 30,000 cumulative acres, today announced that its presentation at the March 16, 2023 Oil & Gas Virtual Investor Conference, hosted by VirtualInvestorConferences.com, is now available for on-demand viewing.",https://www.businesswire.com/news/home/20230322005132/en,Conference News,"FAYETTEVILLE, Ark.--(BUSINESS WIRE)--White River Energy Corp (“White River”) (OTCQB: WTRV), a vertically integrated energy company with oil and gas exploration, production, and drilling operations on over 30,000 cumulative acres, today announced that its presentation at the March 16, 2023 Oil & Gas Virtual Investor Conference, hosted by VirtualInvestorConferences.com, is now available for on-demand viewing.","['FAYETTEVILLE', 'River Energy Corp', 'VirtualInvestorConferences.com']",[]
Maze Therapeutics Announces New Clinical Data Supporting MZE001 as a Potential Treatment for Pompe Disease,03/22/2023 - 08:30 AM,"SOUTH SAN FRANCISCO, Calif.--(BUSINESS WIRE)--Maze Therapeutics, a company translating genetic insights into new precision medicines, today announced new data from an exploratory muscle biopsy cohort of its Phase 1 clinical trial of MZE001 in healthy volunteers to evaluate the effects of MZE001 on glycogen synthesis. The data are being presented today, March 22, 2023, from 3:00-3:15 p.m. CT, during a late-breaking clinical session at the Muscular Dystrophy Association (MDA) Clinical and Scientific Conference in Dallas.",https://www.businesswire.com/news/home/20230322005262/en,Conference News,"SOUTH SAN FRANCISCO, Calif.--(BUSINESS WIRE)--Maze Therapeutics, a company translating genetic insights into new precision medicines, today announced new data from an exploratory muscle biopsy cohort of its Phase 1 clinical trial of MZE001 in healthy volunteers to evaluate the effects of MZE001 on glycogen synthesis.The data are being presented today, March 22, 2023, from 3:00-3:15 p.m. CT, during a late-breaking clinical session at the Muscular Dystrophy Association (MDA) Clinical and Scientific Conference in Dallas.","['MZE001', 'MZE001', 'the Muscular Dystrophy Association']",[]
Bakkt to Participate in Rosenblatt Securities Fireside Chat,03/22/2023 - 08:15 AM,"ALPHARETTA, Ga.--(BUSINESS WIRE)--Bakkt Holdings, Inc. (NYSE: BKKT) announced today that it will participate in a virtual fireside chat hosted by Rosenblatt Securities. The fireside chat will take place on Wednesday, March 29, 2023 at 2:00 PM ET.",https://www.businesswire.com/news/home/20230321005814/en,Conference News,"ALPHARETTA, Ga.--(BUSINESS WIRE)--Bakkt Holdings, Inc. (NYSE: BKKT) announced today that it will participate in a virtual fireside chat hosted by Rosenblatt Securities.The fireside chat will take place on Wednesday, March 29, 2023 at 2:00 PM ET.","['WIRE)--Bakkt Holdings, Inc.', 'NYSE', 'Rosenblatt Securities']",[]
Valmont Announces 2023 Investor Day Event in New York City,03/22/2023 - 08:04 AM,"OMAHA, Neb.--(BUSINESS WIRE)--Valmont® Industries, Inc. (NYSE: VMI), a global leader that provides vital infrastructure and advances agricultural productivity while driving innovation through technology, today announced details for its upcoming Investor Day at The New York Stock Exchange (NYSE) in New York City. The event will be held both virtually and in-person on Tuesday, May 23, 2023.",https://www.businesswire.com/news/home/20230322005211/en,Conference News,"OMAHA, Neb.--(BUSINESS WIRE)--Valmont® Industries, Inc. (NYSE: VMI), a global leader that provides vital infrastructure and advances agricultural productivity while driving innovation through technology, today announced details for its upcoming Investor Day at The New York Stock Exchange (NYSE) in New York City.The event will be held both virtually and in-person on Tuesday, May 23, 2023.","['OMAHA', 'NYSE', 'The New York Stock Exchange', 'NYSE']",[]
DermBiont Presents Positive Phase 2 Trial Data Treating Seborrheic Keratosis with SM-020 Topical Gel at American Academy of Dermatology Annual Meeting,03/22/2023 - 08:00 AM,"BOSTON--(BUSINESS WIRE)--DermBiont, a clinical-stage biotechnology company that is advancing targeted topical therapeutics for the treatment of a variety of dermatological indications, today announced that its Phase 2 adaptive design trial with of investigational drug SM-020 gel 1.0% met its primary endpoint of a one point improvement in Physician’s lesion assessment (PLA) score at last visit and safety via local tolerability, as well as key multiple secondary endpoints including complete clearance of treated lesions. SM-020 is a selective and potent AKT inhibitor applied by patients at home to their seborrheic keratoses (SK) lesions. Dr. Karl Beutner, Co-Founder and Chief Executive Officer of DermBiont, presented the trial results at the Late Breakers session of the American Academy of Dermatology (AAD) Annual Meeting, taking place in New Orleans, LA from March 17-21, 2023.",https://www.businesswire.com/news/home/20230322005155/en,Conference News,"BOSTON--(BUSINESS WIRE)--DermBiont, a clinical-stage biotechnology company that is advancing targeted topical therapeutics for the treatment of a variety of dermatological indications, today announced that its Phase 2 adaptive design trial with of investigational drug SM-020 gel 1.0% met its primary endpoint of a one point improvement in Physician’s lesion assessment (PLA) score at last visit and safety via local tolerability, as well as key multiple secondary endpoints including complete clearance of treated lesions.Dr. Karl Beutner, Co-Founder and Chief Executive Officer of DermBiont, presented the trial results at the Late Breakers session of the American Academy of Dermatology (AAD) Annual Meeting, taking place in New Orleans, LA from March 17-21, 2023.","['PLA', 'Co-Founder', 'DermBiont', 'the American Academy of Dermatology']",[]
Phoenix Motorcars to Participate in the Maxim Group’s Electric Vehicle & Auto Tech Conference,03/22/2023 - 08:00 AM,"ANAHEIM, Calif.--(BUSINESS WIRE)--Phoenix Motorcars (the “Company” or “Phoenix”) (Nasdaq: PEV), a leader in manufacturing of all-electric, medium-duty vehicles, today announced that its management team is scheduled to participate in Maxim Group’s Electric Vehicle & Auto Tech Conference on Thursday, March 30th. Chris Wang, Phoenix’s Chief Financial Officer, and Mark Hastings, its Senior Vice President of Corporate Development & Strategy, will participate in the “Multiple Markets for EVs” panel at 4:00 pm EDT.",https://www.businesswire.com/news/home/20230322005153/en,Conference News,"ANAHEIM, Calif.--(BUSINESS WIRE)--Phoenix Motorcars (the “Company” or “Phoenix”) (Nasdaq: PEV), a leader in manufacturing of all-electric, medium-duty vehicles, today announced that its management team is scheduled to participate in Maxim Group’s Electric Vehicle & Auto Tech Conference on Thursday, March 30th.Chris Wang, Phoenix’s Chief Financial Officer, and Mark Hastings, its Senior Vice President of Corporate Development & Strategy, will participate in the “Multiple Markets for EVs” panel at 4:00 pm EDT.","['ANAHEIM', 'Motorcars', 'Maxim Group’s Electric Vehicle & Auto Tech Conference', 'Corporate Development & Strategy', 'the “Multiple Markets for EVs']",[]
Pitney Bowes to Present at the Sidoti Virtual Conference on March 22,03/22/2023 - 08:00 AM,"STAMFORD, Conn.--(BUSINESS WIRE)--Pitney Bowes Inc. (NYSE: PBI), a global shipping and mailing company that provides technology, logistics, and financial services, announced today that Ned Zachar, Vice President, Investor Relations, and Alex Brown, Senior Manager, Investor Relations, will present and hold one-on-one meetings with investors at the Sidoti Virtual Conference beginning Wednesday, March 22nd, through Thursday, March 23rd.",https://www.businesswire.com/news/home/20230322005200/en,Conference News,"STAMFORD, Conn.--(BUSINESS WIRE)--Pitney Bowes Inc. (NYSE: PBI), a global shipping and mailing company that provides technology, logistics, and financial services, announced today that Ned Zachar, Vice President, Investor Relations, and Alex Brown, Senior Manager, Investor Relations, will present and hold one-on-one meetings with investors at the Sidoti Virtual Conference beginning Wednesday, March 22nd, through Thursday, March 23rd.","['STAMFORD', 'Bowes Inc.', 'NYSE', 'Investor Relations', 'Investor Relations']",[]
Equillium to Present at the H.C. Wainwright Autoimmune and Inflammatory Disease Conference,03/22/2023 - 08:00 AM,"LA JOLLA, Calif.--(BUSINESS WIRE)--Equillium, Inc. (Nasdaq: EQ), a clinical-stage biotechnology company focused on developing novel therapeutics to treat severe autoimmune and inflammatory disorders with high unmet medical need, today announced that it will present at the H.C. Wainwright Autoimmune & Inflammatory Disease Virtual Conference.",https://www.businesswire.com/news/home/20230322005232/en,Conference News,"LA JOLLA, Calif.--(BUSINESS WIRE)--Equillium, Inc. (Nasdaq: EQ), a clinical-stage biotechnology company focused on developing novel therapeutics to treat severe autoimmune and inflammatory disorders with high unmet medical need, today announced that it will present at the H.C. Wainwright Autoimmune & Inflammatory Disease Virtual Conference.",['the H.C. Wainwright Autoimmune & Inflammatory Disease Virtual Conference'],[]
"Ancora Heart’s AccuCinch System Demonstrates Significant Improvement in Quality of Life, Cardiac Structure and Function in Heart Failure Patients",03/22/2023 - 08:00 AM,"The AccuCinch® Ventricular Restoration System is the first completely percutaneous device designed to directly reshape the left ventricle of the heart, thereby addressing the fundamental issue in the progression of systolic heart failure.",https://www.businesswire.com/news/home/20230322005330/en,Conference News,"The AccuCinch® Ventricular Restoration System is the first completely percutaneous device designed to directly reshape the left ventricle of the heart, thereby addressing the fundamental issue in the progression of systolic heart failure.",[],[]
Consolidated Communications to Participate at New Street Research’s Second Annual Fiber to the Future Conference,03/22/2023 - 08:00 AM,"MATTOON, Ill.--(BUSINESS WIRE)--Consolidated Communications Holdings, Inc. (Nasdaq: CNSL) today announced that Bob Udell, president and chief executive officer, will participate in a fireside chat at New Street Research’s Second Annual Fiber to the Future Conference on Tuesday, Mar. 28, 2023 at 1:45 p.m. ET and hold small group meetings with investors. A live webcast link for the fireside chat will be available on Consolidated’s Investor Relations website https://ir.consolidated.com.",https://www.businesswire.com/news/home/20230321005979/en,Conference News,"MATTOON, Ill.--(BUSINESS WIRE)--Consolidated Communications Holdings, Inc. (Nasdaq: CNSL) today announced that Bob Udell, president and chief executive officer, will participate in a fireside chat at New Street Research’s Second Annual Fiber to the Future Conference on Tuesday, Mar.A live webcast link for the fireside chat will be available on Consolidated’s Investor Relations website https://ir.consolidated.com.","['Communications Holdings, Inc.', 'New Street Research’s', 'Second Annual Fiber', 'Consolidated’s Investor Relations']",[]
o9 Solutions Recognizes Samsung SDS In Its Inaugural Partner Awards Program,03/22/2023 - 08:00 AM,"DALLAS--(BUSINESS WIRE)--o9 Solutions, a leading enterprise AI software platform provider for transforming planning and decision-making, today announced that it is honoring Samsung SDS with The Graph-Cube Award as part of o9’s inaugural Partner Awards program to recognize the company’s impactful innovations on the o9 Digital Brain platform.",https://www.businesswire.com/news/home/20230322005014/en,Conference News,"DALLAS--(BUSINESS WIRE)--o9 Solutions, a leading enterprise AI software platform provider for transforming planning and decision-making, today announced that it is honoring Samsung SDS with The Graph-Cube Award as part of o9’s inaugural Partner Awards program to recognize the company’s impactful innovations on the o9 Digital Brain platform.","['WIRE)--o9 Solutions', 'Samsung', 'The Graph-Cube Award', 'Partner Awards', 'Digital Brain']",[]
Caraway Therapeutics to Present at Stifel CNS Days,03/22/2023 - 08:00 AM,"CAMBRIDGE, Mass.--(BUSINESS WIRE)--Caraway Therapeutics today announced that the Company will be participating in the Stifel CNS Days event on March 29, 2023.",https://www.businesswire.com/news/home/20230322005072/en,Conference News,"CAMBRIDGE, Mass.--(BUSINESS WIRE)--Caraway Therapeutics today announced that the Company will be participating in the Stifel CNS Days event on March 29, 2023.",['Company'],[]
RSA Conference Releases Finalists for RSAC Innovation Sandbox Contest 2023,03/22/2023 - 08:00 AM,RSA Conference 2023 Innovation Sandbox Contest Top 10 Finalists (Graphic: Business Wire),https://www.businesswire.com/news/home/20230322005081/en,Conference News,RSA Conference 2023 Innovation Sandbox Contest Top 10 Finalists (Graphic: Business Wire),['RSA Conference 2023 Innovation'],[]
Forbes Gathers The Best And Brightest Young Entrepreneurs in Botswana For The Second Annual Forbes Under 30 Summit Africa,03/22/2023 - 08:00 AM,"NEW YORK--(BUSINESS WIRE)--In April 2022, Forbes held its first-ever Under 30 Summit Africa, which convened the world’s most elite young entrepreneurs and game-changers. The Forbes Under 30 Summit Africa will return to Botswana once again from April 23-26, 2023, to harness the power of entrepreneurial capitalism amid a country whose growth is ripe with opportunities for young entrepreneurs and rapidly becoming a hive of business and technological innovation – not to mention a nation that ranks highest for the most women business owners than any other in Africa, continues to help define the 21st century.",https://www.businesswire.com/news/home/20230322005324/en,Conference News,"NEW YORK--(BUSINESS WIRE)--In April 2022, Forbes held its first-ever Under 30 Summit Africa, which convened the world’s most elite young entrepreneurs and game-changers.The Forbes Under 30 Summit Africa will return to Botswana once again from April 23-26, 2023, to harness the power of entrepreneurial capitalism amid a country whose growth is ripe with opportunities for young entrepreneurs and rapidly becoming a hive of business and technological innovation – not to mention a nation that ranks highest for the most women business owners than any other in Africa, continues to help define the 21st century.","['Forbes', 'Forbes']",[]
Cyngn to Participate in the Electric Vehicle & Auto Tech Virtual Conference Presented by Maxim Group LLC,03/22/2023 - 07:00 AM,Maxim Tech Conference- Cyngn VP Business Development Ben Landen Speaker (Graphic: Business Wire),https://www.businesswire.com/news/home/20230322005034/en,Conference News,Maxim Tech Conference- Cyngn VP Business Development Ben Landen Speaker (Graphic: Business Wire),['Cyngn VP Business'],[]
